Date,LandAvg_temp,LandAvg_temp_Uncer,LandMax_temp,LandMax_tempUncer,LandMin_temp,LandMin_tempUncer,LandOceanAvg_temp,LandOceanAvg_tempUncer
1900-01-01,1.46,0.28,7.19,0.47,-4.10,0.40,13.14,0.14
1900-02-01,3.10,0.42,9.18,0.60,-2.81,0.63,13.78,0.17
1900-03-01,5.49,0.26,11.38,0.33,-0.68,0.61,14.40,0.14
1900-04-01,8.22,0.29,13.97,0.34,2.13,0.39,15.17,0.15
1900-05-01,11.38,0.36,17.42,0.33,5.18,0.38,15.96,0.16
1900-06-01,13.29,0.28,19.43,0.44,7.11,0.29,16.52,0.15
1900-07-01,14.17,0.34,19.90,0.37,8.10,0.31,16.79,0.15
1900-08-01,13.82,0.38,19.85,0.34,7.89,0.38,16.70,0.16
1900-09-01,11.96,0.29,17.82,0.38,5.97,0.34,16.12,0.15
1900-10-01,9.67,0.26,15.54,0.28,3.83,0.32,15.37,0.14
1900-11-01,5.80,0.28,11.53,0.45,0.12,0.41,14.19,0.14
1900-12-01,3.65,0.34,9.47,0.32,-1.83,0.43,13.60,0.15
1901-01-01,2.19,0.29,8.00,0.60,-3.49,0.49,13.29,0.14
1901-02-01,3.09,0.42,9.04,0.37,-2.68,0.54,13.66,0.16
1901-03-01,5.67,0.25,11.48,0.37,-0.64,0.40,14.38,0.14
1901-04-01,8.52,0.33,14.73,0.37,2.26,0.38,15.22,0.15
1901-05-01,11.18,0.34,17.32,0.40,4.86,0.39,15.94,0.15
1901-06-01,13.42,0.28,19.32,0.39,7.15,0.37,16.44,0.14
1901-07-01,14.34,0.35,20.34,0.43,8.16,0.37,16.72,0.16
1901-08-01,13.79,0.34,19.90,0.40,7.66,0.41,16.66,0.15
1901-09-01,11.98,0.30,17.93,0.46,5.82,0.32,16.00,0.14
1901-10-01,9.00,0.24,15.00,0.37,3.00,0.34,15.09,0.14
1901-11-01,5.98,0.26,12.04,0.55,0.07,0.40,14.10,0.14
1901-12-01,3.33,0.27,9.06,0.67,-2.28,0.37,13.38,0.14
1902-01-01,2.68,0.26,8.80,0.57,-3.03,0.37,13.30,0.13
1902-02-01,3.61,0.35,9.81,0.34,-2.50,0.45,13.69,0.15
1902-03-01,4.88,0.23,11.17,0.44,-1.34,0.29,14.10,0.13
1902-04-01,7.96,0.32,13.88,0.36,1.56,0.36,14.96,0.14
1902-05-01,10.89,0.34,16.99,0.54,4.59,0.37,15.72,0.14
1902-06-01,13.21,0.26,19.34,0.47,6.89,0.32,16.28,0.13
1902-07-01,14.23,0.36,20.20,0.54,7.96,0.34,16.69,0.14
1902-08-01,13.60,0.36,19.88,0.30,7.45,0.35,16.59,0.14
1902-09-01,11.80,0.29,17.90,0.30,5.55,0.37,16.03,0.13
1902-10-01,8.80,0.21,14.81,0.27,2.76,0.35,14.99,0.12
1902-11-01,5.27,0.27,11.16,0.34,-0.46,0.33,13.90,0.13
1902-12-01,2.71,0.27,8.44,0.28,-2.99,0.37,13.24,0.13
1903-01-01,2.51,0.22,8.41,0.44,-3.19,0.40,13.28,0.13
1903-02-01,3.56,0.25,9.30,0.43,-2.49,0.49,13.67,0.13
1903-03-01,4.93,0.21,10.96,0.29,-1.16,0.41,14.05,0.12
1903-04-01,7.83,0.29,13.96,0.32,1.70,0.39,14.80,0.14
1903-05-01,10.79,0.30,16.67,0.40,4.59,0.43,15.64,0.14
1903-06-01,12.89,0.27,18.90,0.38,6.72,0.30,16.16,0.13
1903-07-01,13.99,0.37,19.79,0.45,7.87,0.36,16.50,0.15
1903-08-01,13.41,0.38,19.30,0.36,7.56,0.37,16.30,0.15
1903-09-01,11.50,0.36,17.36,0.46,5.64,0.28,15.77,0.14
1903-10-01,8.81,0.20,14.63,0.42,2.90,0.37,14.84,0.12
1903-11-01,5.52,0.27,11.22,0.39,-0.05,0.34,13.83,0.13
1903-12-01,2.90,0.36,8.53,0.33,-2.69,0.38,13.21,0.14
1904-01-01,1.64,0.39,7.08,0.52,-3.86,0.40,12.96,0.15
1904-02-01,2.30,0.35,8.51,0.41,-3.58,0.43,13.15,0.15
1904-03-01,4.51,0.27,10.56,0.56,-1.57,0.30,13.86,0.13
1904-04-01,7.68,0.28,13.82,0.62,1.43,0.30,14.76,0.14
1904-05-01,10.84,0.29,16.92,0.52,4.64,0.31,15.57,0.13
1904-06-01,13.01,0.25,19.09,0.53,6.78,0.30,16.21,0.13
1904-07-01,13.84,0.30,19.68,0.65,7.78,0.34,16.53,0.13
1904-08-01,13.46,0.33,19.52,0.45,7.46,0.32,16.40,0.14
1904-09-01,11.38,0.27,17.47,0.39,5.36,0.25,15.77,0.13
1904-10-01,8.83,0.21,14.90,0.60,3.13,0.31,14.95,0.12
1904-11-01,6.23,0.22,12.00,0.30,0.56,0.34,14.14,0.12
1904-12-01,3.37,0.29,9.21,0.46,-2.07,0.45,13.43,0.13
1905-01-01,2.25,0.34,8.02,0.48,-3.32,0.37,13.21,0.14
1905-02-01,1.93,0.30,7.73,0.28,-3.95,0.41,13.21,0.14
1905-03-01,4.63,0.23,10.47,0.52,-1.31,0.38,14.04,0.12
1905-04-01,7.75,0.26,13.62,0.34,1.49,0.42,14.86,0.13
1905-05-01,10.98,0.28,16.95,0.38,4.82,0.45,15.79,0.13
1905-06-01,13.11,0.26,19.11,0.38,6.94,0.34,16.38,0.12
1905-07-01,14.08,0.31,19.88,0.44,8.04,0.34,16.65,0.13
1905-08-01,13.58,0.33,19.62,0.37,7.72,0.34,16.56,0.13
1905-09-01,11.80,0.25,17.68,0.36,5.93,0.31,16.00,0.12
1905-10-01,9.04,0.24,14.87,0.28,3.12,0.39,15.09,0.12
1905-11-01,6.18,0.28,11.98,0.28,0.57,0.40,14.23,0.13
1905-12-01,3.35,0.26,9.06,0.33,-1.93,0.37,13.45,0.12
1906-01-01,2.07,0.31,8.09,0.42,-3.64,0.29,13.25,0.14
1906-02-01,2.30,0.32,8.12,0.39,-3.34,0.34,13.50,0.14
1906-03-01,4.87,0.20,11.01,0.26,-1.23,0.35,14.24,0.12
1906-04-01,8.63,0.24,14.79,0.58,2.42,0.38,15.23,0.12
1906-05-01,11.24,0.29,17.15,0.44,4.92,0.43,15.77,0.13
1906-06-01,13.33,0.29,19.29,0.32,7.28,0.32,16.44,0.13
1906-07-01,14.12,0.32,20.06,0.39,8.19,0.34,16.66,0.14
1906-08-01,13.69,0.34,19.54,0.46,7.84,0.36,16.59,0.13
1906-09-01,11.77,0.24,17.52,0.30,5.88,0.34,15.95,0.12
1906-10-01,9.27,0.18,14.94,0.25,3.48,0.30,15.15,0.12
1906-11-01,5.50,0.19,11.17,0.33,-0.30,0.32,14.05,0.12
1906-12-01,3.76,0.37,9.26,0.46,-1.66,0.32,13.54,0.15
1907-01-01,1.80,0.27,7.90,0.38,-3.87,0.32,13.11,0.13
1907-02-01,2.12,0.27,7.99,0.38,-3.60,0.28,13.26,0.13
1907-03-01,4.58,0.21,10.61,0.35,-1.60,0.25,14.15,0.12
1907-04-01,7.58,0.26,13.40,0.37,1.52,0.28,14.92,0.13
1907-05-01,10.38,0.28,16.34,0.47,4.08,0.35,15.60,0.13
1907-06-01,12.73,0.27,18.58,0.40,6.51,0.32,16.25,0.13
1907-07-01,13.77,0.31,19.63,0.60,7.76,0.35,16.60,0.13
1907-08-01,13.36,0.33,19.19,0.32,7.46,0.35,16.46,0.13
1907-09-01,11.66,0.24,17.44,0.25,5.59,0.30,15.90,0.12
1907-10-01,9.23,0.19,15.08,0.28,3.32,0.36,15.16,0.12
1907-11-01,5.21,0.21,10.71,0.31,-0.56,0.33,13.87,0.12
1907-12-01,2.96,0.25,8.83,0.27,-2.58,0.29,13.22,0.12
1908-01-01,2.30,0.25,8.12,0.30,-3.55,0.29,13.16,0.12
1908-02-01,2.77,0.27,8.53,0.41,-3.18,0.35,13.44,0.12
1908-03-01,4.14,0.32,10.38,0.38,-2.10,0.45,13.78,0.14
1908-04-01,7.83,0.29,13.85,0.33,1.74,0.54,14.80,0.13
1908-05-01,11.14,0.28,16.96,0.39,4.86,0.39,15.76,0.13
1908-06-01,13.29,0.25,19.06,0.39,6.90,0.29,16.29,0.12
1908-07-01,14.20,0.30,19.75,0.42,8.11,0.37,16.62,0.13
1908-08-01,13.38,0.34,19.36,0.36,7.50,0.35,16.37,0.13
1908-09-01,11.98,0.25,17.78,0.33,5.98,0.26,15.93,0.12
1908-10-01,8.87,0.21,14.68,0.29,2.95,0.33,14.88,0.11
1908-11-01,5.27,0.22,11.10,0.30,-0.58,0.45,13.84,0.12
1908-12-01,3.07,0.31,8.90,0.33,-2.54,0.37,13.19,0.13
1909-01-01,1.40,0.31,7.12,0.38,-4.30,0.45,12.84,0.13
1909-02-01,2.71,0.27,8.57,0.47,-3.45,0.36,13.35,0.12
1909-03-01,4.59,0.25,10.66,0.47,-1.68,0.48,13.85,0.12
1909-04-01,7.53,0.27,13.43,0.41,1.40,0.42,14.72,0.12
1909-05-01,10.61,0.30,16.67,0.43,4.38,0.39,15.60,0.13
1909-06-01,12.96,0.23,18.71,0.28,6.77,0.33,16.19,0.11
1909-07-01,14.06,0.30,19.79,0.37,8.05,0.34,16.44,0.12
1909-08-01,13.75,0.32,19.62,0.35,7.75,0.37,16.50,0.13
1909-09-01,11.88,0.24,17.89,0.29,5.78,0.35,15.85,0.11
1909-10-01,9.19,0.18,15.14,0.33,3.22,0.34,14.94,0.10
1909-11-01,6.24,0.20,11.96,0.22,0.32,0.38,13.99,0.11
1909-12-01,3.22,0.28,8.76,0.42,-2.35,0.33,13.22,0.12
1910-01-01,2.33,0.24,8.09,0.56,-3.27,0.38,13.14,0.11
1910-02-01,2.78,0.27,8.39,0.34,-3.23,0.49,13.32,0.12
1910-03-01,4.61,0.21,10.78,0.33,-1.68,0.42,13.87,0.11
1910-04-01,8.10,0.25,14.37,0.30,1.70,0.42,14.85,0.12
1910-05-01,11.01,0.31,17.03,0.33,4.68,0.51,15.71,0.13
1910-06-01,13.15,0.23,19.03,0.25,6.87,0.42,16.26,0.11
1910-07-01,14.28,0.32,19.95,0.32,8.21,0.39,16.54,0.13
1910-08-01,13.68,0.32,19.43,0.30,7.61,0.40,16.48,0.13
1910-09-01,11.73,0.24,17.62,0.29,5.67,0.40,15.88,0.11
1910-10-01,9.01,0.20,14.90,0.24,2.99,0.38,15.02,0.10
1910-11-01,5.32,0.22,11.07,0.42,-0.65,0.43,13.75,0.11
1910-12-01,2.68,0.29,8.50,0.27,-3.00,0.46,13.02,0.12
1911-01-01,1.66,0.33,7.13,0.44,-3.97,0.28,12.91,0.13
1911-02-01,2.45,0.21,8.15,0.57,-3.66,0.32,13.16,0.11
1911-03-01,4.35,0.20,10.36,0.28,-1.74,0.32,13.75,0.11
1911-04-01,7.99,0.25,14.08,0.38,1.86,0.40,14.72,0.12
1911-05-01,10.83,0.28,16.71,0.37,4.63,0.31,15.50,0.12
1911-06-01,13.01,0.23,19.09,0.23,6.78,0.24,16.11,0.11
1911-07-01,14.08,0.29,19.99,0.34,8.05,0.33,16.43,0.12
1911-08-01,13.50,0.33,19.40,0.35,7.61,0.32,16.39,0.13
1911-09-01,11.64,0.23,17.49,0.24,5.72,0.27,15.80,0.12
1911-10-01,9.26,0.19,14.99,0.25,3.40,0.27,15.06,0.11
1911-11-01,5.96,0.18,11.65,0.30,0.31,0.34,14.06,0.11
1911-12-01,3.39,0.24,8.81,0.30,-1.98,0.34,13.43,0.12
1912-01-01,2.40,0.31,7.91,0.25,-3.31,0.33,13.25,0.12
1912-02-01,3.35,0.25,9.38,0.34,-2.72,0.59,13.60,0.12
1912-03-01,4.36,0.23,10.72,0.30,-1.98,0.35,13.99,0.12
1912-04-01,8.23,0.26,14.07,0.27,2.09,0.39,15.06,0.12
1912-05-01,11.25,0.31,17.39,0.38,4.99,0.38,15.81,0.13
1912-06-01,13.44,0.25,19.35,0.28,7.17,0.37,16.40,0.11
1912-07-01,13.72,0.29,19.73,0.37,7.92,0.34,16.51,0.12
1912-08-01,13.05,0.32,19.03,0.38,7.28,0.33,16.31,0.12
1912-09-01,11.22,0.25,17.44,0.33,5.23,0.27,15.69,0.12
1912-10-01,8.37,0.20,14.13,0.40,2.50,0.21,14.75,0.11
1912-11-01,5.52,0.19,11.19,0.34,-0.29,0.29,13.93,0.11
1912-12-01,3.07,0.24,8.31,0.34,-2.46,0.34,13.23,0.11
1913-01-01,2.08,0.29,7.65,0.44,-3.66,0.40,13.07,0.12
1913-02-01,2.38,0.29,8.23,0.33,-3.49,0.52,13.34,0.12
1913-03-01,4.52,0.22,10.40,0.27,-1.60,0.34,13.95,0.11
1913-04-01,8.02,0.25,14.22,0.35,1.91,0.33,14.96,0.12
1913-05-01,10.74,0.29,16.82,0.35,4.65,0.36,15.68,0.12
1913-06-01,13.01,0.27,19.07,0.37,6.67,0.36,16.22,0.12
1913-07-01,14.14,0.30,20.26,0.33,7.97,0.35,16.55,0.12
1913-08-01,13.72,0.33,19.80,0.36,7.73,0.37,16.50,0.13
1913-09-01,11.76,0.24,17.83,0.33,5.63,0.29,15.87,0.11
1913-10-01,9.08,0.19,14.90,0.26,3.09,0.33,15.03,0.10
1913-11-01,6.02,0.21,11.67,0.30,0.35,0.28,14.12,0.11
1913-12-01,4.10,0.27,9.56,0.44,-1.43,0.29,13.62,0.12
1914-01-01,3.38,0.31,8.82,0.37,-2.33,0.30,13.54,0.13
1914-02-01,3.20,0.23,8.50,0.47,-2.55,0.34,13.58,0.11
1914-03-01,4.94,0.22,11.04,0.28,-1.31,0.29,14.10,0.12
1914-04-01,8.10,0.24,14.05,0.26,1.89,0.30,15.02,0.12
1914-05-01,11.28,0.28,17.20,0.30,5.23,0.33,15.86,0.13
1914-06-01,13.50,0.23,19.34,0.26,7.22,0.26,16.42,0.11
1914-07-01,14.30,0.31,20.07,0.31,8.18,0.34,16.65,0.13
1914-08-01,13.73,0.32,19.69,0.32,7.87,0.32,16.69,0.13
1914-09-01,11.91,0.23,17.75,0.23,5.87,0.24,16.07,0.14
1914-10-01,9.39,0.18,15.27,0.24,3.57,0.26,15.22,0.12
1914-11-01,5.76,0.20,11.29,0.40,0.24,0.33,14.15,0.12
1914-12-01,3.60,0.28,8.76,0.37,-1.62,0.33,13.60,0.14
1915-01-01,2.30,0.25,7.90,0.37,-3.42,0.33,13.32,0.13
1915-02-01,3.27,0.26,8.93,0.42,-2.52,0.38,13.68,0.14
1915-03-01,5.14,0.21,11.02,0.27,-1.11,0.35,14.32,0.13
1915-04-01,8.71,0.25,14.61,0.34,2.75,0.32,15.29,0.14
1915-05-01,11.49,0.29,17.14,0.33,5.37,0.42,16.07,0.14
1915-06-01,13.30,0.25,19.19,0.29,7.15,0.29,16.45,0.13
1915-07-01,14.44,0.29,20.55,0.69,8.46,0.31,16.82,0.14
1915-08-01,13.77,0.33,20.00,0.58,7.76,0.33,16.80,0.14
1915-09-01,11.87,0.26,17.81,0.54,6.04,0.34,16.10,0.14
1915-10-01,8.98,0.19,14.86,0.30,3.02,0.36,15.09,0.12
1915-11-01,6.22,0.18,12.16,0.34,0.30,0.33,14.25,0.13
1915-12-01,3.63,0.20,9.52,0.33,-2.07,0.38,13.54,0.13
1916-01-01,2.62,0.24,8.31,0.30,-2.93,0.36,13.29,0.13
1916-02-01,2.96,0.26,8.86,0.29,-3.02,0.37,13.58,0.13
1916-03-01,4.85,0.31,10.96,0.31,-1.58,0.32,14.12,0.14
1916-04-01,8.05,0.26,14.10,0.27,1.92,0.34,14.97,0.13
1916-05-01,10.97,0.29,17.08,0.37,4.79,0.46,15.78,0.14
1916-06-01,12.94,0.23,18.91,0.36,6.87,0.38,16.29,0.13
1916-07-01,14.05,0.30,20.01,0.33,8.18,0.35,16.60,0.14
1916-08-01,13.58,0.32,19.48,0.35,7.75,0.34,16.51,0.14
1916-09-01,11.73,0.25,17.63,0.30,5.72,0.31,15.93,0.13
1916-10-01,9.05,0.22,14.76,0.30,3.16,0.20,14.92,0.13
1916-11-01,5.60,0.21,11.22,0.30,-0.31,0.26,13.81,0.13
1916-12-01,2.32,0.23,7.84,0.41,-3.40,0.25,13.01,0.13
1917-01-01,2.13,0.25,7.85,0.36,-3.78,0.27,12.84,0.14
1917-02-01,2.36,0.31,8.33,0.40,-3.77,0.31,13.10,0.15
1917-03-01,4.49,0.23,10.55,0.23,-1.98,0.27,13.80,0.14
1917-04-01,7.85,0.27,13.93,0.23,1.69,0.32,14.81,0.14
1917-05-01,10.44,0.29,16.42,0.34,4.31,0.37,15.54,0.14
1917-06-01,12.91,0.24,18.89,0.30,6.79,0.33,16.24,0.13
1917-07-01,14.26,0.30,20.08,0.37,8.38,0.34,16.71,0.14
1917-08-01,13.47,0.32,19.57,0.51,7.54,0.35,16.58,0.15
1917-09-01,11.74,0.24,17.67,0.28,5.80,0.31,16.06,0.14
1917-10-01,8.54,0.17,14.43,0.28,2.64,0.30,14.94,0.13
1917-11-01,5.82,0.23,11.69,0.25,0.06,0.27,14.00,0.14
1917-12-01,2.25,0.27,7.70,0.28,-3.43,0.33,13.10,0.14
1918-01-01,1.93,0.25,7.55,0.26,-3.80,0.37,13.13,0.14
1918-02-01,2.46,0.34,8.26,0.31,-3.57,0.34,13.31,0.16
1918-03-01,4.81,0.26,10.70,0.20,-1.27,0.31,14.03,0.15
1918-04-01,7.64,0.26,13.71,0.26,1.43,0.38,14.79,0.15
1918-05-01,10.54,0.30,16.48,0.33,4.39,0.36,15.73,0.16
1918-06-01,12.91,0.24,18.73,0.34,6.77,0.41,16.31,0.14
1918-07-01,14.00,0.30,19.92,0.37,7.90,0.38,16.60,0.15
1918-08-01,13.43,0.33,19.33,0.33,7.49,0.38,16.55,0.15
1918-09-01,11.88,0.26,18.00,0.24,5.80,0.29,16.07,0.15
1918-10-01,9.43,0.21,15.33,0.24,3.58,0.50,15.25,0.14
1918-11-01,5.68,0.23,11.27,0.20,0.14,0.35,14.30,0.15
1918-12-01,2.85,0.24,8.27,0.36,-2.63,0.38,13.44,0.15
1919-01-01,2.18,0.25,7.65,0.38,-3.40,0.45,13.31,0.15
1919-02-01,2.85,0.28,8.63,0.43,-3.00,0.45,13.68,0.15
1919-03-01,4.74,0.27,10.71,0.28,-1.55,0.35,14.22,0.15
1919-04-01,8.49,0.29,14.41,0.35,2.44,0.39,15.25,0.15
1919-05-01,10.97,0.29,16.70,0.38,4.88,0.38,15.85,0.14
1919-06-01,13.23,0.24,19.02,0.43,7.10,0.34,16.38,0.13
1919-07-01,14.27,0.30,20.15,0.44,8.26,0.41,16.58,0.14
1919-08-01,13.79,0.34,19.80,0.37,7.84,0.33,16.50,0.15
1919-09-01,11.99,0.25,17.89,0.35,6.13,0.26,16.02,0.14
1919-10-01,9.36,0.22,15.01,0.20,3.52,0.24,15.12,0.13
1919-11-01,5.49,0.23,11.16,0.18,-0.43,0.20,13.91,0.14
1919-12-01,3.22,0.24,8.76,0.30,-2.40,0.27,13.26,0.14
1920-01-01,2.84,0.25,8.44,0.43,-2.94,0.33,13.26,0.14
1920-02-01,2.75,0.27,8.27,0.50,-3.11,0.29,13.35,0.14
1920-03-01,5.23,0.23,11.03,0.30,-0.78,0.29,14.25,0.14
1920-04-01,8.29,0.27,14.14,0.30,2.16,0.42,15.08,0.14
1920-05-01,11.13,0.31,17.14,0.47,5.13,0.35,15.86,0.14
1920-06-01,13.11,0.24,18.90,0.34,7.06,0.30,16.42,0.13
1920-07-01,14.24,0.30,20.12,0.48,8.30,0.36,16.69,0.14
1920-08-01,13.70,0.34,19.65,0.30,7.77,0.34,16.63,0.14
1920-09-01,11.79,0.26,17.81,0.26,5.85,0.30,16.12,0.13
1920-10-01,9.02,0.21,14.85,0.30,3.10,0.27,15.21,0.12
1920-11-01,5.57,0.23,11.13,0.24,-0.12,0.28,14.16,0.13
1920-12-01,2.63,0.23,8.22,0.31,-3.06,0.40,13.31,0.13
1921-01-01,2.98,0.32,8.74,0.32,-2.71,0.34,13.44,0.15
1921-02-01,3.12,0.24,9.17,0.41,-2.82,0.28,13.62,0.13
1921-03-01,5.08,0.28,10.93,0.36,-0.93,0.32,14.13,0.14
1921-04-01,8.32,0.26,14.33,0.25,2.25,0.34,15.01,0.13
1921-05-01,11.24,0.28,17.26,0.31,5.15,0.39,15.83,0.13
1921-06-01,13.44,0.24,19.36,0.30,7.38,0.37,16.49,0.12
1921-07-01,14.44,0.30,20.42,0.30,8.42,0.39,16.78,0.14
1921-08-01,13.56,0.33,19.47,0.31,7.60,0.37,16.62,0.14
1921-09-01,11.87,0.24,17.79,0.22,6.00,0.23,16.17,0.12
1921-10-01,9.26,0.19,15.12,0.25,3.45,0.24,15.29,0.12
1921-11-01,5.86,0.20,11.36,0.22,0.20,0.24,14.24,0.12
1921-12-01,3.66,0.21,9.16,0.24,-1.87,0.27,13.63,0.12
1922-01-01,2.15,0.21,7.60,0.52,-3.43,0.39,13.18,0.12
1922-02-01,2.38,0.27,8.23,0.53,-3.68,0.43,13.45,0.13
1922-03-01,5.16,0.22,11.25,0.28,-1.19,0.26,14.24,0.12
1922-04-01,8.38,0.28,14.52,0.23,2.16,0.32,15.17,0.13
1922-05-01,11.10,0.28,16.91,0.37,4.98,0.36,15.78,0.13
1922-06-01,13.33,0.24,19.15,0.30,7.27,0.24,16.41,0.12
1922-07-01,14.28,0.31,20.10,0.30,8.24,0.35,16.75,0.13
1922-08-01,13.58,0.33,19.48,0.32,7.60,0.30,16.53,0.13
1922-09-01,11.78,0.26,17.66,0.23,5.75,0.27,15.98,0.12
1922-10-01,9.06,0.22,14.97,0.20,3.13,0.27,15.04,0.12
1922-11-01,6.05,0.25,11.62,0.26,0.23,0.28,14.12,0.12
1922-12-01,3.67,0.23,8.97,0.24,-1.86,0.29,13.50,0.12
1923-01-01,2.49,0.28,8.21,0.26,-3.20,0.35,13.24,0.13
1923-02-01,2.56,0.26,8.30,0.32,-3.17,0.26,13.36,0.12
1923-03-01,4.87,0.23,10.79,0.19,-1.26,0.25,14.05,0.12
1923-04-01,7.75,0.24,13.64,0.28,1.60,0.31,14.96,0.12
1923-05-01,10.85,0.29,16.83,0.35,4.79,0.39,15.72,0.13
1923-06-01,13.30,0.26,19.06,0.23,7.14,0.28,16.45,0.12
1923-07-01,13.98,0.30,19.81,0.32,8.01,0.34,16.63,0.13
1923-08-01,13.61,0.34,19.45,0.33,7.64,0.30,16.54,0.14
1923-09-01,11.88,0.26,17.78,0.29,5.82,0.23,15.99,0.12
1923-10-01,9.52,0.19,15.19,0.34,3.52,0.23,15.25,0.11
1923-11-01,6.38,0.18,11.87,0.22,0.47,0.23,14.40,0.11
1923-12-01,3.88,0.22,9.27,0.28,-1.90,0.31,13.74,0.12
1924-01-01,2.34,0.29,7.91,0.30,-3.50,0.38,13.30,0.13
1924-02-01,2.89,0.29,8.61,0.47,-3.03,0.38,13.59,0.13
1924-03-01,5.35,0.21,11.24,0.18,-0.81,0.26,14.32,0.12
1924-04-01,7.97,0.27,13.86,0.27,1.72,0.30,15.08,0.13
1924-05-01,11.19,0.30,17.19,0.31,4.91,0.33,15.92,0.13
1924-06-01,13.34,0.24,19.20,0.28,7.09,0.24,16.46,0.12
1924-07-01,14.30,0.31,20.06,0.32,8.16,0.33,16.72,0.13
1924-08-01,13.65,0.33,19.52,0.31,7.58,0.34,16.56,0.13
1924-09-01,11.96,0.23,17.78,0.22,6.02,0.25,16.00,0.12
1924-10-01,9.20,0.18,14.90,0.24,3.29,0.22,15.04,0.12
1924-11-01,6.40,0.20,11.79,0.19,0.66,0.19,14.13,0.12
1924-12-01,3.48,0.24,8.64,0.25,-2.02,0.31,13.34,0.12
1925-01-01,2.27,0.23,7.48,0.29,-3.18,0.28,13.16,0.12
1925-02-01,2.70,0.24,8.51,0.25,-3.31,0.34,13.36,0.12
1925-03-01,5.13,0.22,11.13,0.21,-1.14,0.25,14.15,0.12
1925-04-01,8.44,0.24,14.54,0.27,2.18,0.32,15.01,0.12
1925-05-01,11.04,0.29,17.03,0.32,4.83,0.31,15.86,0.13
1925-06-01,13.09,0.22,19.04,0.28,6.88,0.28,16.41,0.12
1925-07-01,14.07,0.30,19.97,0.28,8.05,0.31,16.74,0.13
1925-08-01,13.77,0.32,19.74,0.29,7.72,0.37,16.72,0.14
1925-09-01,11.98,0.23,17.87,0.24,6.01,0.22,16.14,0.13
1925-10-01,9.20,0.19,14.89,0.19,3.29,0.25,15.22,0.12
1925-11-01,6.34,0.20,11.91,0.19,0.65,0.27,14.42,0.12
1925-12-01,4.40,0.21,10.01,0.24,-1.47,0.30,13.90,0.12
1926-01-01,3.45,0.26,8.79,0.28,-2.22,0.23,13.74,0.13
1926-02-01,3.72,0.21,9.50,0.25,-2.31,0.31,13.84,0.12
1926-03-01,5.83,0.18,11.59,0.20,-0.23,0.26,14.54,0.12
1926-04-01,8.19,0.26,14.10,0.30,2.01,0.30,15.21,0.13
1926-05-01,10.93,0.29,16.69,0.30,4.81,0.34,15.93,0.13
1926-06-01,13.29,0.23,19.21,0.23,7.08,0.26,16.58,0.12
1926-07-01,14.17,0.29,20.00,0.30,8.06,0.33,16.77,0.13
1926-08-01,13.88,0.32,19.70,0.30,7.92,0.34,16.80,0.14
1926-09-01,12.07,0.24,17.82,0.23,6.15,0.26,16.22,0.12
1926-10-01,9.55,0.20,15.47,0.19,3.60,0.24,15.37,0.12
1926-11-01,6.30,0.21,11.94,0.24,0.62,0.25,14.35,0.12
1926-12-01,3.37,0.22,8.63,0.25,-2.25,0.26,13.54,0.12
1927-01-01,2.37,0.27,7.93,0.23,-3.51,0.25,13.32,0.13
1927-02-01,3.04,0.24,8.67,0.25,-2.87,0.32,13.65,0.12
1927-03-01,4.67,0.22,10.56,0.23,-1.50,0.31,14.08,0.12
1927-04-01,8.04,0.24,14.01,0.26,1.85,0.37,15.04,0.12
1927-05-01,11.10,0.30,17.00,0.28,4.87,0.32,15.87,0.13
1927-06-01,13.27,0.23,19.14,0.24,7.11,0.27,16.44,0.11
1927-07-01,14.32,0.30,20.24,0.26,8.28,0.33,16.81,0.13
1927-08-01,13.70,0.34,19.53,0.30,7.70,0.31,16.74,0.14
1927-09-01,12.25,0.24,18.11,0.21,6.26,0.25,16.22,0.12
1927-10-01,9.89,0.20,15.63,0.20,4.02,0.27,15.44,0.11
1927-11-01,6.35,0.19,12.07,0.22,0.60,0.27,14.34,0.11
1927-12-01,3.27,0.21,8.69,0.30,-2.39,0.28,13.49,0.12
1928-01-01,3.05,0.21,8.29,0.23,-2.63,0.29,13.64,0.12
1928-02-01,3.33,0.24,9.04,0.32,-2.61,0.30,13.72,0.12
1928-03-01,4.96,0.19,10.89,0.23,-1.25,0.30,14.23,0.12
1928-04-01,8.24,0.28,14.19,0.22,2.05,0.30,15.13,0.13
1928-05-01,11.17,0.32,17.06,0.27,4.98,0.34,15.88,0.13
1928-06-01,13.11,0.24,18.86,0.25,7.04,0.27,16.36,0.12
1928-07-01,14.31,0.30,20.00,0.30,8.19,0.30,16.80,0.13
1928-08-01,13.69,0.33,19.52,0.30,7.80,0.32,16.70,0.13
1928-09-01,12.03,0.23,17.98,0.22,6.02,0.24,16.07,0.12
1928-10-01,9.49,0.19,15.39,0.19,3.55,0.21,15.23,0.11
1928-11-01,6.34,0.23,11.93,0.18,0.63,0.24,14.28,0.12
1928-12-01,3.87,0.22,9.19,0.26,-1.75,0.26,13.57,0.12
1929-01-01,2.05,0.29,7.48,0.30,-3.66,0.27,13.14,0.13
1929-02-01,2.17,0.23,7.84,0.22,-3.88,0.27,13.24,0.12
1929-03-01,5.10,0.19,10.98,0.23,-1.13,0.29,14.08,0.12
1929-04-01,8.09,0.27,14.08,0.29,1.84,0.28,14.99,0.13
1929-05-01,10.91,0.29,16.91,0.26,4.78,0.33,15.72,0.13
